pH,Turbidity,Dissolved_Oxygen,Conductivity,Nitrate,Phosphate,Temperature,TDS,Water_Quality
7.347699907107863,1.8762807264020152,8.797236657736518,575.224275178868,5.677678557217611,0.3199895937614242,24.91667933351028,432.9924215963296,2
6.903214989180171,2.9739383078133104,8.93009629985697,353.4847399454585,7.738301086765185,1.396763025763595,23.24523628930956,273.38496538156863,1
7.453381976670484,0.4449609905593561,8.739347234943702,314.13159320973193,0.7211143079481962,1.7521068323535929,26.179325328747854,202.7675450786768,1
8.066120899485618,3.9149415582782265,7.055376834517867,375.85415980704676,4.801467265704921,0.82264303826988,30.757575729665007,598.543869313405,1
6.836092637693665,5.341674212281417,5.3070093302596835,350.0057076482032,6.1707311102543665,0.1427420253314524,19.287590509407885,564.9008644741626,1
6.836104130135574,6.387442435140649,9.500080950330638,466.3175045780949,3.040145764250072,2.0794993084435744,27.442600692370043,266.52060398647757,1
8.105448970855175,0.6670986320546212,8.372810935234808,219.18039342615003,11.737086934452197,0.7903591715396122,25.860793348032207,350.82429871276213,1
7.537204310407036,1.7263599091730186,7.020764894140997,547.0929846069047,2.2051644320212707,0.21749432430956067,25.76881914772353,732.2444546308327,1
6.671367929845534,5.966459332905487,8.314310022155507,463.6794554057141,6.11487568435358,0.9710065505655138,29.359222849370454,324.4606972966879,1
7.379792030510175,2.8575042996397197,7.612291959375043,529.8696461683043,5.760235522200032,2.1929613491434234,25.246487126085793,534.1597807867605,1
6.675607615031277,5.257866776710884,9.477926889329211,278.37802844587156,6.660279488114266,0.6637724725788097,27.401146309528514,462.0443400864038,1
6.6739891725008205,1.0482216158281537,4.605329652292459,487.00331555040844,7.835341147936319,0.026442863080981278,28.579323147855735,601.2726942124126,1
7.169373590096224,8.22534036837348,6.904213550229851,644.8764871304454,13.23579718436449,0.7521583380715064,22.478173998096967,328.778469468714,1
5.660703828739542,0.9673390442110235,9.898581773218034,320.9239123349676,6.182157900669035,0.48935696441070364,26.495917304068993,518.0166955080214,1
5.792557517240877,3.8309211442281166,8.344797605200968,316.8216438784191,4.972695342595713,1.1341121184051286,23.74606196394684,533.7445154691754,1
6.606398729531319,3.9045051215428024,10.158910002471313,556.7936200075898,9.884000249888324,0.9916602986688563,24.336591101400522,546.0361612458439,1
6.291018215765903,2.2182533292744306,5.667289360254804,304.64234226936253,2.5574980820154365,0.6090051889641266,23.38969301760834,515.8147715925227,1
7.219973132816691,4.72076376203601,9.108295073907732,415.0074025264096,1.1160817008897785,0.5728524387662651,27.355402020484433,568.921864118822,1
6.364383147135152,4.816195234451756,9.018336635180749,671.3599018488518,7.122139588696788,2.7059387256102725,25.408223545091268,938.3540664101622,1
6.011387409065296,4.452674421716457,4.977407197006749,318.9496662116061,3.9198559575144643,1.5049067392961448,26.972720171583372,1012.2595553542212,1
8.025954138245087,2.184326003196199,7.056746565700374,681.6663148311399,4.15837338116599,1.4655565645123285,24.912413185521256,372.15677184265564,1
6.841956589659425,1.8421046998428874,7.340206342208876,399.6327387068804,2.5049017825261948,1.987344711593917,16.979394937648376,50.0,1
7.0472697432815465,2.384311574829385,5.070665956848892,281.81980097417244,11.260094769141322,0.7841821399625463,25.156842080498542,619.0990601443947,1
6.00267626965058,1.6288535126767116,7.088096510219342,540.5556232683941,1.1657016288020792,3.2631183349696578,25.317689775784086,537.2504919802533,1
6.618932092832372,7.146462624528196,8.80977471116791,466.1622201939101,7.635713664413149,1.2939456487268528,26.2129796857673,712.2083718367161,1
7.077645812796907,2.5563666823136098,6.9136154107128895,451.9770391330034,5.025405751706778,1.0858537724581898,22.03135403157129,556.9771799430634,1
6.1943044958043885,3.7503045112469686,7.863199733511039,334.69226092224517,13.786240234618905,1.2802663051699668,19.02265141667244,511.7207879051438,1
7.26298861284197,5.9498158836495,7.874055424091478,465.0679425678172,9.913919540901372,0.7497430674014391,28.12303322447139,725.7813191754445,1
6.579552917056836,1.5582786721050403,7.4817848832918505,139.8554168867475,1.9425758526818169,0.5135670315056959,23.631967217329155,753.7561176827684,1
6.795814375144706,0.9260097185208643,6.442226963961857,482.81471051771564,8.112230041001244,2.3594593433143185,25.856220238424978,222.68798824380036,1
6.578805371439422,1.6339239470168678,8.488220962325848,644.587380027908,6.975909985218208,0.28766341662359113,23.59269960055852,336.6787625720833,2
8.296594729156256,4.058261303479881,5.119449357711012,185.185695371144,4.748093437495234,0.31774985413242707,24.969690871132027,478.8814081422643,1
6.990551942683446,3.8585813219572738,7.512882207762274,388.9837175559166,7.675828923117036,0.8894677685527106,22.75357326032096,519.6875247849167,1
6.25960234973087,4.446566869406018,9.578229510777133,318.8040278777919,2.9812237509170147,0.4126118085042378,20.15958205423086,454.80335932955023,1
7.575781438472232,3.0738559629980395,6.8289401252381765,223.34189491307015,5.409939616495366,0.14334412607839572,27.368658303843286,586.8414355723771,1
6.1454094450202845,0.16925452745504127,6.409018167746584,142.06883694761473,5.093450442412451,0.3051923232380475,21.9843995588694,699.22095786342,1
7.146204516503329,2.9985077020609596,8.588274208163067,272.8746124511797,2.6198751124951913,0.42544296370192713,25.819757404474053,844.5419421441457,1
5.628230913284157,6.4989321557357815,7.745147640880698,413.6435076920389,3.9272666338200954,1.343360049693259,27.05230110951039,615.7826047545799,1
6.070269765771099,7.65206505775894,8.6181709230854,622.3705572702802,3.4140377685285923,0.8277132095342067,22.065936421984592,329.53326430937807,1
7.1378028651083865,3.567526345475136,7.557747728542909,221.5928235314242,6.656788195474776,2.0569458733864368,18.980571828135076,470.5247549604363,1
7.516926605996788,3.869196743103945,3.917561323873231,494.15891387043104,11.705244590175116,0.28579053845346486,37.130428069265264,484.9295517480886,1
7.1199577968329795,5.1894271075156855,9.269870115638549,482.9462379925522,1.5618031279498399,0.3463624696726363,22.36114062027287,602.9280479962318,1
6.919046202328231,7.508089075482434,10.605039573717413,700.7944440109912,6.80236341645981,1.1759230747391405,28.117085793005792,577.6336066867884,1
6.789227413087498,3.3346967030748695,9.42606151025443,535.6547196595722,3.312597455717821,0.49139420854089777,34.69731774785062,910.0793302223019,1
5.965034606742801,5.139077330830165,2.1917134123953605,544.2899239545569,9.49463540890178,0.7138855740691676,28.949538734269467,407.6973729490183,1
6.496109054123704,2.104339680893792,8.17663231875835,554.895059957685,6.743471577123057,0.30968539031391773,23.49778595586224,576.9501067533606,1
6.677552860328149,1.0705217804677403,6.799881284137431,311.3651977021209,1.2087396825144947,0.2854203858058736,24.664418062324444,970.9422795488183,1
7.739985558353241,2.294664477469697,5.873634369582437,364.0766214629339,5.76378883264943,0.47245409987015763,20.836963901305758,382.9586206192797,1
7.240532802697923,8.665846792291951,7.684098242457409,617.5302243406107,4.5568393823807005,2.1522484545777596,29.408482134788713,529.029739234071,1
5.7658718912460865,5.21178099244395,7.276579057650419,142.3800216008778,1.7243130849982762,0.21095171862665427,27.831353540293442,311.0238997751969,1
7.226858778576356,1.172759545608358,8.262986706419762,347.6533391689304,3.3481102294911538,2.348969632827271,22.427870908691283,516.4173799254863,1
6.730442403708579,5.381497217551892,7.584870283958181,250.37861072070007,5.576276599137246,1.9958277337120984,19.78912596450778,343.9565703724717,1
6.526154599785829,1.2610718847149511,5.818781839666535,485.13660630589067,3.4286189917666694,0.6073371256849215,18.39383131168154,709.3601806982692,1
7.428173402188608,4.402734654016988,6.635097334885543,386.75871220333204,10.248208064137945,0.9883265573677559,29.932570019021004,529.463771806279,1
7.721699665747166,1.5045959906194868,6.393062165512476,543.8955712483076,4.5253012060606554,1.2585347159827416,25.601865644777803,312.9205480035413,1
7.651896083381339,1.1088718202113277,4.925275234883331,433.65072589329276,3.1548584492669765,1.6797240215125329,26.074922681663757,668.1135395583343,1
6.412547733744153,9.627941534100348,5.442533034069175,218.08615195444912,5.80765280083331,0.3459065333634909,20.885256870688213,535.9332077743175,1
6.78355133690415,2.554801291585549,7.183396995172209,225.01985411062245,6.368479938369734,1.8391913660156,17.68248448347797,690.563755444691,1
7.231884401982494,5.145905417229823,9.635631112960919,449.0927222041372,9.554279827122695,1.0600482935390123,29.81306787355816,270.4674744104503,1
7.682881588985651,3.4401063736847193,6.696664380451808,334.32975491495586,5.25015639253497,0.3749435436037902,25.210195184986155,573.7648824497323,1
6.664578033508297,1.3575280259311022,6.363853837870815,370.1049220833978,6.181609000080151,1.0701916271329395,29.5361733002881,654.6683389289417,1
6.870038716335328,2.7772440631992144,5.728069789990761,590.7623132683672,7.984848970398163,0.3704173768963468,23.07033436742218,415.3245019528527,1
